136,0.78885716
137,0.918756
138,1.0230399
139,0.41874576
140,0.19283374
141,0.44187295
142,0.20048212
143,0.4496807
144,0.6591784
145,0.81811744
146,0.9419197
147,1.0420384
148,1.1255835
149,1.1970317
150,0.50399655
151,0.2210304
152,0.4699088
153,0.67459023
154,0.2792415
155,0.14537488
156,0.09251747
157,0.3145521
158,0.55262136
159,0.23725492
160,0.13004409
161,0.085412845
162,0.062456697
163,0.25780883
164,0.503931
165,0.70039016
166,0.28845483
167,0.14864413
168,0.09399176
169,0.067186765
170,0.051762752
171,0.041886013
172,0.03507307
173,0.030112525
174,0.16899893
175,0.41636106
176,0.19204387
177,0.44105688
178,0.20021236
179,0.4494082
180,0.20297155
181,0.11683574
182,0.3515562
183,0.5827368
184,0.2474201
185,0.4945616
186,0.21790181
187,0.46689314
188,0.20874797
189,0.45794153
190,0.66548127
191,0.27602014
192,0.51997435
193,0.712524
194,0.8591511
195,0.9747174
196,1.0691525
197,1.1486034
198,0.4790515
199,0.6815365
200,0.28170836
201,0.14625323
202,0.3899384
203,0.18326947
204,0.108869635
205,0.07500267
206,0.056465022
207,0.24427043
208,0.49168628
209,0.21694915
210,0.12231086
211,0.08169811
212,0.060352046
213,0.04749069
214,0.03899062
215,0.19802116
216,0.44718647
217,0.20223762
218,0.45145038
219,0.6605293
220,0.819151
221,0.9427413
222,1.0427155
223,1.1261562
224,0.46781382
225,0.20905238
226,0.4582426
227,0.2058898
228,0.45510516
229,0.20485349
230,0.11758085
231,0.0793781
232,0.059019126
233,0.046638887
234,0.21971343
235,0.123378046
236,0.36059877
237,0.58995557
238,0.24987371
239,0.49678984
240,0.21864022
241,0.46760687
242,0.6728402
243,0.82858306
244,0.9502496
245,0.38649502
246,0.61039007
247,0.25685778
248,0.5030806
249,0.22072646
250,0.12376799
251,0.082405224
252,0.060755447
253,0.25406116
254,0.5005709
255,0.21989387
256,0.46881568
257,0.67375904
258,0.82928824
259,0.9508118
260,1.0493658
261,1.1317875
262,1.2023984
263,1.2640423
264,0.54013383
265,0.23306891
266,0.48131958
267,0.6832573
268,0.2823212
269,0.14647092
270,0.39020294
271,0.6132907
272,0.2578542
273,0.50397164
274,0.22102205
275,0.46990067
276,0.6745845
277,0.27923903
278,0.14537401
279,0.3888678
280,0.61224616
281,0.25749546
282,0.13753206
283,0.37912902
284,0.179663
285,0.42801425
286,0.19590089
287,0.44502398
288,0.65561974
289,0.81539506
290,0.33139822
291,0.16354918
292,0.1005515
293,0.070689775
294,0.05389331
295,0.23814948
296,0.48604944
297,0.68684584
298,0.83934164
299,0.95883834
300,0.39020294
301,0.6132907
302,0.7831419
303,0.9142536
304,0.3712246
305,0.5983806
306,0.25274584
307,0.1357927
308,0.08811535
309,0.30715027
310,0.15519392
311,0.096905984
312,0.068754666
313,0.052721202
314,0.04252534
315,0.20837174
316,0.11896695
317,0.08006181
318,0.059413444
319,0.2510522
320,0.49785703
321,0.21899411
322,0.12310084
323,0.3602222
324,0.58965635
325,0.765215
326,0.31225568
327,0.15696536
328,0.09768537
329,0.069170795
330,0.052974258
331,0.042693567
332,0.03564626
333,0.1876421
334,0.43647528
335,0.6490753
336,0.2702583
337,0.14215784
338,0.3849151
339,0.18159492
340,0.43008217
341,0.1965848
342,0.11428731
343,0.34794152
344,0.16917625
345,0.1029642
346,0.0719551
347,0.277505
348,0.14475527
349,0.3881116
350,0.18266088
351,0.431218
352,0.19696029
353,0.11443804
354,0.34815672
355,0.5800098
356,0.24649541
357,0.13348733
358,0.08703746
359,0.3052987
360,0.15454982
361,0.39985064
362,0.62081033
363,0.78885716
364,0.918756
365,1.0230399
366,0.41874576
367,0.19283374
368,0.44187295
369,0.20048212
370,0.4496807
371,0.6591784
372,0.81811744
373,0.9419197
374,1.0420384
375,1.1255835
376,1.1970317
377,0.50399655
378,0.2210304
379,0.4699088
380,0.67459023
381,0.2792415
382,0.14537488
383,0.09251747
384,0.3145521
385,0.55262136
386,0.23725492
387,0.13004409
388,0.085412845
389,0.062456697
390,0.25780883
391,0.503931
392,0.70039016
393,0.28845483
394,0.14864413
395,0.09399176
396,0.067186765
397,0.051762752
398,0.041886013
399,0.03507307
