0,0.15802942
1,0.40478504
2,0.18881622
3,0.11147927
4,0.07651899
5,0.057475228
6,0.045724172
7,0.21767087
8,0.122971386
9,0.3608358
10,0.5911772
11,0.25103527
12,0.49883914
13,0.22000755
14,0.46989444
15,0.6755875
16,0.83156365
17,0.95336545
18,0.38866416
19,0.61311895
20,0.25855204
21,0.50559723
22,0.22225462
23,0.1247437
24,0.08309437
25,0.061279997
26,0.25574997
27,0.5030881
28,0.22142018
29,0.47125384
30,0.6766197
31,0.8323562
32,0.9539968
33,1.0526242
34,1.135096
35,1.2057424
36,1.2674135
37,0.54274344
38,0.23466001
39,0.48379
40,0.68613285
41,0.28413457
42,0.14759108
43,0.3924134
44,0.6160477
45,0.2595608
46,0.5064981
47,0.22255416
48,0.4723417
49,0.6774464
50,0.28103933
51,0.14648746
52,0.39107397
53,0.6150012
54,0.25920045
55,0.1385968
56,0.38130364
57,0.18097715
58,0.43033984
59,0.19730358
60,0.44739795
61,0.65845084
62,0.8184475
63,0.33340606
64,0.16477142
65,0.101371266
66,0.07129151
67,0.054363616
68,0.23976487
69,0.48853186
70,0.689727
71,0.84242064
72,0.96202993
73,0.39241344
74,0.6160477
75,0.7861561
76,0.9174068
77,0.37337297
78,0.6011096
79,0.25442925
80,0.1368465
81,0.088846646
82,0.30906513
83,0.15636684
84,0.097700156
85,0.0693416
86,0.053182095
87,0.04290283
88,0.20983982
89,0.11991198
90,0.08073406
91,0.059927687
92,0.25272787
93,0.50036865
94,0.22051613
95,0.124073096
96,0.36233318
97,0.59236854
98,0.7682067
99,0.3141906
100,0.15814883
101,0.09848503
102,0.06976091
103,0.05343718
104,0.043072455
105,0.035966005
106,0.18900023
107,0.4388252
108,0.6490753
109,0.2702583
110,0.14215784
111,0.3849151
112,0.18159492
113,0.43008217
114,0.1965848
115,0.11428731
116,0.34794152
117,0.16917625
118,0.1029642
119,0.0719551
120,0.277505
121,0.14475527
122,0.3881116
123,0.18266088
124,0.431218
125,0.19696029
126,0.11443804
127,0.34815672
128,0.5800098
129,0.24649541
130,0.13348733
131,0.08703746
132,0.3052987
133,0.15454982
134,0.39985064
135,0.62081033
